f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f jL0200m jL0200f jL0110m jL0110f jL0800m jL0800f jV0300m jV0300f jV1000m jV1000f jV0700m jV0700f jV1100m jV1100f jV0900m jV0900f 
8170 9.86775 -9.32853 9.81549 11.0234 10 -0 9.99142 2.37342 4.98533 6.76395 3.82891 -67.4871 10 -0 4.98961 4.39053 10 -0 10 -0 10 -0 0.00019121 -78.9766 0.000986775 170.671 9.71996e-05 -85.6095 0.00019121 101.023 0.000986775 170.671 0.00923794 -157.487 0.000999142 -177.627 0.000503953 175.653
8180 9.86743 -9.33975 9.81593 11.0102 10 -0 9.99144 2.37052 4.98536 6.75569 3.82491 -67.5119 10 -0 4.98963 4.38517 10 -0 10 -0 10 -0 0.000190985 -78.9898 0.000986743 170.66 9.70812e-05 -85.6148 0.000190985 101.01 0.000986743 170.66 0.00923959 -157.512 0.000999144 -177.629 0.000503944 175.658
8190 9.86712 -9.35096 9.81637 10.9971 10 -0 9.99146 2.36763 4.9854 6.74745 3.82093 -67.5366 10 -0 4.98966 4.37982 10 -0 10 -0 10 -0 0.00019076 -79.0029 0.000986712 170.649 9.69632e-05 -85.6202 0.00019076 100.997 0.000986712 170.649 0.00924124 -157.537 0.000999146 -177.632 0.000503934 175.663
8200 9.8668 -9.36218 9.8168 10.984 10 -0 9.99148 2.36475 4.98543 6.73923 3.81695 -67.5613 10 -0 4.98968 4.37449 10 -0 10 -0 10 -0 0.000190536 -79.016 0.00098668 170.638 9.68454e-05 -85.6255 0.000190536 100.984 0.00098668 170.638 0.00924289 -157.561 0.000999148 -177.635 0.000503925 175.669
8210 9.86648 -9.37339 9.81724 10.971 10 -0 9.9915 2.36187 4.98547 6.73104 3.81297 -67.5859 10 -0 4.98971 4.36917 10 -0 10 -0 10 -0 0.000190312 -79.029 0.000986648 170.627 9.67279e-05 -85.6308 0.000190312 100.971 0.000986648 170.627 0.00924452 -157.586 0.00099915 -177.638 0.000503915 175.674
8220 9.86616 -9.38461 9.81767 10.958 10 -0 9.99153 2.359 4.9855 6.72286 3.80901 -67.6105 10 -0 4.98973 4.36386 10 -0 10 -0 10 -0 0.000190089 -79.042 0.000986616 170.615 9.66108e-05 -85.6361 0.000190089 100.958 0.000986616 170.615 0.00924616 -157.611 0.000999153 -177.641 0.000503906 175.679
8230 9.86584 -9.39582 9.8181 10.945 10 -0 9.99155 2.35613 4.98554 6.7147 3.80505 -67.635 10 -0 4.98976 4.35856 10 -0 10 -0 10 -0 0.000189866 -79.055 0.000986584 170.604 9.64939e-05 -85.6414 0.000189866 100.945 0.000986584 170.604 0.00924779 -157.635 0.000999155 -177.644 0.000503896 175.684
8240 9.86552 -9.40703 9.81853 10.932 10 -0 9.99157 2.35328 4.98557 6.70656 3.8011 -67.6595 10 -0 4.98978 4.35328 10 -0 10 -0 10 -0 0.000189644 -79.068 0.000986552 170.593 9.63772e-05 -85.6467 0.000189644 100.932 0.000986552 170.593 0.00924941 -157.66 0.000999157 -177.647 0.000503887 175.689
8250 9.8652 -9.41824 9.81896 10.9191 10 -0 9.99159 2.35043 4.98561 6.69844 3.79716 -67.6839 10 -0 4.98981 4.34801 10 -0 10 -0 10 -0 0.000189422 -79.0809 0.00098652 170.582 9.62609e-05 -85.652 0.000189422 100.919 0.00098652 170.582 0.00925103 -157.684 0.000999159 -177.65 0.000503878 175.694
8260 9.86488 -9.42946 9.81938 10.9062 10 -0 9.99161 2.34759 4.98564 6.69034 3.79322 -67.7083 10 -0 4.98983 4.34275 10 -0 10 -0 10 -0 0.000189201 -79.0938 0.000986488 170.571 9.61448e-05 -85.6572 0.000189201 100.906 0.000986488 170.571 0.00925265 -157.708 0.000999161 -177.652 0.000503868 175.699
8270 9.86456 -9.44067 9.81981 10.8933 10 -0 9.99163 2.34475 4.98568 6.68226 3.78929 -67.7326 10 -0 4.98986 4.33751 10 -0 10 -0 10 -0 0.000188981 -79.1067 0.000986456 170.559 9.6029e-05 -85.6625 0.000188981 100.893 0.000986456 170.559 0.00925426 -157.733 0.000999163 -177.655 0.000503859 175.705
8280 9.86424 -9.45188 9.82023 10.8805 10 -0 9.99165 2.34192 4.98571 6.6742 3.78537 -67.7569 10 -0 4.98988 4.33228 10 -0 10 -0 10 -0 0.000188761 -79.1195 0.000986424 170.548 9.59135e-05 -85.6677 0.000188761 100.88 0.000986424 170.548 0.00925586 -157.757 0.000999165 -177.658 0.00050385 175.71
8290 9.86392 -9.46308 9.82065 10.8677 10 -0 9.99167 2.3391 4.98575 6.66616 3.78146 -67.7811 10 -0 4.9899 4.32706 10 -0 10 -0 10 -0 0.000188541 -79.1323 0.000986392 170.537 9.57983e-05 -85.6729 0.000188541 100.868 0.000986392 170.537 0.00925746 -157.781 0.000999167 -177.661 0.00050384 175.715
8300 9.8636 -9.47429 9.82107 10.8549 10 -0 9.99169 2.33629 4.98578 6.65814 3.77755 -67.8053 10 -0 4.98993 4.32185 10 -0 10 -0 10 -0 0.000188322 -79.1451 0.00098636 170.526 9.56833e-05 -85.6781 0.000188322 100.855 0.00098636 170.526 0.00925905 -157.805 0.000999169 -177.664 0.000503831 175.72
8310 9.86327 -9.4855 9.82149 10.8421 10 -0 9.99171 2.33348 4.98581 6.65013 3.77366 -67.8294 10 -0 4.98995 4.31666 10 -0 10 -0 10 -0 0.000188103 -79.1579 0.000986327 170.514 9.55687e-05 -85.6833 0.000188103 100.842 0.000986327 170.514 0.00926064 -157.829 0.000999171 -177.667 0.000503822 175.725
8320 9.86295 -9.49671 9.82191 10.8294 10 -0 9.99173 2.33068 4.98585 6.64215 3.76977 -67.8535 10 -0 4.98998 4.31147 10 -0 10 -0 10 -0 0.000187885 -79.1706 0.000986295 170.503 9.54543e-05 -85.6885 0.000187885 100.829 0.000986295 170.503 0.00926223 -157.853 0.000999173 -177.669 0.000503813 175.73
8330 9.86263 -9.50791 9.82233 10.8167 10 -0 9.99175 2.32788 4.98588 6.63419 3.76588 -67.8775 10 -0 4.99 4.30631 10 -0 10 -0 10 -0 0.000187668 -79.1833 0.000986263 170.492 9.53401e-05 -85.6937 0.000187668 100.817 0.000986263 170.492 0.00926381 -157.877 0.000999175 -177.672 0.000503804 175.735
8340 9.8623 -9.51912 9.82274 10.804 10 -0 9.99177 2.32509 4.98592 6.62624 3.76201 -67.9015 10 -0 4.99002 4.30115 10 -0 10 -0 10 -0 0.000187451 -79.196 0.00098623 170.481 9.52263e-05 -85.6989 0.000187451 100.804 0.00098623 170.481 0.00926538 -157.901 0.000999177 -177.675 0.000503795 175.74
8350 9.86198 -9.53032 9.82315 10.7914 10 -0 9.99179 2.32231 4.98595 6.61832 3.75814 -67.9254 10 -0 4.99005 4.296 10 -0 10 -0 10 -0 0.000187234 -79.2086 0.000986198 170.47 9.51127e-05 -85.704 0.000187234 100.791 0.000986198 170.47 0.00926695 -157.925 0.000999179 -177.678 0.000503786 175.745
8360 9.86166 -9.54153 9.82357 10.7788 10 -0 9.99181 2.31954 4.98598 6.61041 3.75428 -67.9493 10 -0 4.99007 4.29087 10 -0 10 -0 10 -0 0.000187018 -79.2212 0.000986166 170.458 9.49994e-05 -85.7091 0.000187018 100.779 0.000986166 170.458 0.00926852 -157.949 0.000999181 -177.68 0.000503777 175.75
8370 9.86133 -9.55273 9.82398 10.7662 10 -0 9.99183 2.31677 4.98602 6.60252 3.75042 -67.9731 10 -0 4.9901 4.28575 10 -0 10 -0 10 -0 0.000186802 -79.2338 0.000986133 170.447 9.48863e-05 -85.7142 0.000186802 100.766 0.000986133 170.447 0.00927008 -157.973 0.000999183 -177.683 0.000503768 175.755
8380 9.86101 -9.56393 9.82438 10.7537 10 -0 9.99185 2.31401 4.98605 6.59465 3.74658 -67.9969 10 -0 4.99012 4.28064 10 -0 10 -0 10 -0 0.000186587 -79.2463 0.000986101 170.436 9.47735e-05 -85.7194 0.000186587 100.754 0.000986101 170.436 0.00927163 -157.997 0.000999185 -177.686 0.000503759 175.76
8390 9.86068 -9.57513 9.82479 10.7412 10 -0 9.99186 2.31125 4.98608 6.5868 3.74274 -68.0206 10 -0 4.99014 4.27555 10 -0 10 -0 10 -0 0.000186372 -79.2588 0.000986068 170.425 9.4661e-05 -85.7245 0.000186372 100.741 0.000986068 170.425 0.00927318 -158.021 0.000999186 -177.689 0.00050375 175.765
8400 9.86036 -9.58633 9.8252 10.7287 10 -0 9.99188 2.3085 4.98612 6.57897 3.7389 -68.0443 10 -0 4.99017 4.27046 10 -0 10 -0 10 -0 0.000186158 -79.2713 0.000986036 170.414 9.45488e-05 -85.7295 0.000186158 100.729 0.000986036 170.414 0.00927473 -158.044 0.000999188 -177.691 0.000503741 175.77
8410 9.86003 -9.59753 9.8256 10.7162 10 -0 9.9919 2.30576 4.98615 6.57115 3.73508 -68.0679 10 -0 4.99019 4.26539 10 -0 10 -0 10 -0 0.000185944 -79.2838 0.000986003 170.402 9.44368e-05 -85.7346 0.000185944 100.716 0.000986003 170.402 0.00927627 -158.068 0.00099919 -177.694 0.000503732 175.775
8420 9.85971 -9.60873 9.82601 10.7038 10 -0 9.99192 2.30303 4.98618 6.56336 3.73126 -68.0915 10 -0 4.99021 4.26033 10 -0 10 -0 10 -0 0.000185731 -79.2962 0.000985971 170.391 9.43251e-05 -85.7397 0.000185731 100.704 0.000985971 170.391 0.00927781 -158.091 0.000999192 -177.697 0.000503724 175.78
8430 9.85938 -9.61993 9.82641 10.6914 10 -0 9.99194 2.3003 4.98622 6.55558 3.72745 -68.115 10 -0 4.99024 4.25528 10 -0 10 -0 10 -0 0.000185519 -79.3086 0.000985938 170.38 9.42136e-05 -85.7447 0.000185519 100.691 0.000985938 170.38 0.00927934 -158.115 0.000999194 -177.7 0.000503715 175.784
8440 9.85905 -9.63113 9.82681 10.679 10 -0 9.99196 2.29757 4.98625 6.54782 3.72365 -68.1385 10 -0 4.99026 4.25025 10 -0 10 -0 10 -0 0.000185306 -79.321 0.000985905 170.369 9.41024e-05 -85.7498 0.000185306 100.679 0.000985905 170.369 0.00928087 -158.138 0.000999196 -177.702 0.000503706 175.789
8450 9.85873 -9.64233 9.82721 10.6666 10 -0 9.99198 2.29486 4.98628 6.54008 3.71985 -68.1619 10 -0 4.99028 4.24522 10 -0 10 -0 10 -0 0.000185095 -79.3334 0.000985873 170.358 9.39915e-05 -85.7548 0.000185095 100.667 0.000985873 170.358 0.00928239 -158.162 0.000999198 -177.705 0.000503697 175.794
8460 9.8584 -9.65352 9.82761 10.6543 10 -0 9.992 2.29215 4.98631 6.53236 3.71606 -68.1853 10 -0 4.99031 4.24021 10 -0 10 -0 10 -0 0.000184883 -79.3457 0.00098584 170.346 9.38808e-05 -85.7598 0.000184883 100.654 0.00098584 170.346 0.00928391 -158.185 0.0009992 -177.708 0.000503689 175.799
8470 9.85807 -9.66472 9.828 10.642 10 -0 9.99202 2.28945 4.98634 6.52466 3.71228 -68.2086 10 -0 4.99033 4.23521 10 -0 10 -0 10 -0 0.000184672 -79.358 0.000985807 170.335 9.37704e-05 -85.7648 0.000184672 100.642 0.000985807 170.335 0.00928542 -158.209 0.000999202 -177.711 0.00050368 175.804
8480 9.85774 -9.67591 9.8284 10.6298 10 -0 9.99204 2.28675 4.98638 6.51697 3.7085 -68.2319 10 -0 4.99035 4.23022 10 -0 10 -0 10 -0 0.000184462 -79.3702 0.000985774 170.324 9.36603e-05 -85.7698 0.000184462 100.63 0.000985774 170.324 0.00928693 -158.232 0.000999204 -177.713 0.000503671 175.809
8490 9.85741 -9.68711 9.82879 10.6175 10 -0 9.99206 2.28406 4.98641 6.5093 3.70473 -68.2552 10 -0 4.99037 4.22525 10 -0 10 -0 10 -0 0.000184252 -79.3825 0.000985741 170.313 9.35504e-05 -85.7748 0.000184252 100.618 0.000985741 170.313 0.00928843 -158.255 0.000999206 -177.716 0.000503663 175.814
8500 9.85708 -9.6983 9.82918 10.6053 10 -0 9.99207 2.28137 4.98644 6.50166 3.70097 -68.2784 10 -0 4.9904 4.22028 10 -0 10 -0 10 -0 0.000184043 -79.3947 0.000985708 170.302 9.34407e-05 -85.7797 0.000184043 100.605 0.000985708 170.302 0.00928993 -158.278 0.000999207 -177.719 0.000503654 175.818
8510 9.85676 -9.7095 9.82957 10.5931 10 -0 9.99209 2.2787 4.98647 6.49402 3.69722 -68.3015 10 -0 4.99042 4.21533 10 -0 10 -0 10 -0 0.000183834 -79.4069 0.000985676 170.291 9.33314e-05 -85.7847 0.000183834 100.593 0.000985676 170.291 0.00929143 -158.302 0.000999209 -177.721 0.000503646 175.823
8520 9.85643 -9.72069 9.82996 10.581 10 -0 9.99211 2.27602 4.9865 6.48641 3.69347 -68.3246 10 -0 4.99044 4.21039 10 -0 10 -0 10 -0 0.000183625 -79.419 0.000985643 170.279 9.32222e-05 -85.7896 0.000183625 100.581 0.000985643 170.279 0.00929292 -158.325 0.000999211 -177.724 0.000503637 175.828
8530 9.8561 -9.73188 9.83035 10.5689 10 -0 9.99213 2.27336 4.98654 6.47882 3.68973 -68.3477 10 -0 4.99046 4.20546 10 -0 10 -0 10 -0 0.000183417 -79.4311 0.00098561 170.268 9.31134e-05 -85.7945 0.000183417 100.569 0.00098561 170.268 0.0092944 -158.348 0.000999213 -177.727 0.000503629 175.833
8540 9.85577 -9.74307 9.83074 10.5568 10 -0 9.99215 2.2707 4.98657 6.47124 3.686 -68.3707 10 -0 4.99049 4.20054 10 -0 10 -0 10 -0 0.00018321 -79.4432 0.000985577 170.257 9.30047e-05 -85.7995 0.00018321 100.557 0.000985577 170.257 0.00929588 -158.371 0.000999215 -177.729 0.00050362 175.838
8550 9.85543 -9.75426 9.83112 10.5447 10 -0 9.99217 2.26805 4.9866 6.46368 3.68227 -68.3937 10 -0 4.99051 4.19563 10 -0 10 -0 10 -0 0.000183003 -79.4553 0.000985543 170.246 9.28964e-05 -85.8044 0.000183003 100.545 0.000985543 170.246 0.00929736 -158.394 0.000999217 -177.732 0.000503612 175.842
8560 9.8551 -9.76545 9.83151 10.5327 10 -0 9.99218 2.2654 4.98663 6.45613 3.67855 -68.4166 10 -0 4.99053 4.19074 10 -0 10 -0 10 -0 0.000182796 -79.4673 0.00098551 170.235 9.27883e-05 -85.8093 0.000182796 100.533 0.00098551 170.235 0.00929883 -158.417 0.000999218 -177.735 0.000503604 175.847
8570 9.85477 -9.77664 9.83189 10.5206 10 -0 9.9922 2.26276 4.98666 6.44861 3.67484 -68.4395 10 -0 4.99055 4.18585 10 -0 10 -0 10 -0 0.00018259 -79.4794 0.000985477 170.223 9.26804e-05 -85.8141 0.00018259 100.521 0.000985477 170.223 0.0093003 -158.439 0.00099922 -177.737 0.000503595 175.852
8580 9.85444 -9.78782 9.83227 10.5087 10 -0 9.99222 2.26012 4.98669 6.4411 3.67113 -68.4623 10 -0 4.99057 4.18098 10 -0 10 -0 10 -0 0.000182384 -79.4913 0.000985444 170.212 9.25728e-05 -85.819 0.000182384 100.509 0.000985444 170.212 0.00930176 -158.462 0.000999222 -177.74 0.000503587 175.857
8590 9.85411 -9.79901 9.83265 10.4967 10 -0 9.99224 2.2575 4.98672 6.43361 3.66744 -68.4851 10 -0 4.9906 4.17612 10 -0 10 -0 10 -0 0.000182179 -79.5033 0.000985411 170.201 9.24654e-05 -85.8239 0.000182179 100.497 0.000985411 170.201 0.00930322 -158.485 0.000999224 -177.743 0.000503579 175.861
8600 9.85378 -9.8102 9.83303 10.4848 10 -0 9.99226 2.25487 4.98675 6.42614 3.66374 -68.5078 10 -0 4.99062 4.17127 10 -0 10 -0 10 -0 0.000181974 -79.5152 0.000985378 170.19 9.23583e-05 -85.8287 0.000181974 100.485 0.000985378 170.19 0.00930468 -158.508 0.000999226 -177.745 0.00050357 175.866
8610 9.85344 -9.82138 9.83341 10.4728 10 -0 9.99227 2.25226 4.98678 6.41868 3.66006 -68.5305 10 -0 4.99064 4.16643 10 -0 10 -0 10 -0 0.00018177 -79.5272 0.000985344 170.179 9.22515e-05 -85.8336 0.00018177 100.473 0.000985344 170.179 0.00930613 -158.531 0.000999227 -177.748 0.000503562 175.871
8620 9.85311 -9.83257 9.83379 10.461 10 -0 9.99229 2.24965 4.98682 6.41125 3.65638 -68.5531 10 -0 4.99066 4.1616 10 -0 10 -0 10 -0 0.000181566 -79.539 0.000985311 170.167 9.21448e-05 -85.8384 0.000181566 100.461 0.000985311 170.167 0.00930757 -158.553 0.000999229 -177.75 0.000503554 175.876
8630 9.85278 -9.84375 9.83416 10.4491 10 -0 9.99231 2.24704 4.98685 6.40383 3.65271 -68.5757 10 -0 4.99068 4.15678 10 -0 10 -0 10 -0 0.000181362 -79.5509 0.000985278 170.156 9.20385e-05 -85.8432 0.000181362 100.449 0.000985278 170.156 0.00930901 -158.576 0.000999231 -177.753 0.000503546 175.88
8640 9.85244 -9.85493 9.83454 10.4373 10 -0 9.99233 2.24444 4.98688 6.39642 3.64904 -68.5983 10 -0 4.9907 4.15198 10 -0 10 -0 10 -0 0.000181159 -79.5627 0.000985244 170.145 9.19323e-05 -85.848 0.000181159 100.437 0.000985244 170.145 0.00931045 -158.598 0.000999233 -177.756 0.000503537 175.885
8650 9.85211 -9.86611 9.83491 10.4255 10 -0 9.99235 2.24185 4.98691 6.38904 3.64539 -68.6208 10 -0 4.99073 4.14718 10 -0 10 -0 10 -0 0.000180957 -79.5745 0.000985211 170.134 9.18264e-05 -85.8528 0.000180957 100.425 0.000985211 170.134 0.00931188 -158.621 0.000999235 -177.758 0.000503529 175.89
8660 9.85177 -9.8773 9.83528 10.4137 10 -0 9.99236 2.23927 4.98694 6.38167 3.64174 -68.6433 10 -0 4.99075 4.1424 10 -0 10 -0 10 -0 0.000180754 -79.5863 0.000985177 170.123 9.17208e-05 -85.8576 0.000180754 100.414 0.000985177 170.123 0.00931331 -158.643 0.000999236 -177.761 0.000503521 175.894
8670 9.85144 -9.88848 9.83565 10.402 10 -0 9.99238 2.23669 4.98697 6.37431 3.63809 -68.6657 10 -0 4.99077 4.13763 10 -0 10 -0 10 -0 0.000180553 -79.598 0.000985144 170.112 9.16154e-05 -85.8624 0.000180553 100.402 0.000985144 170.112 0.00931473 -158.666 0.000999238 -177.763 0.000503513 175.899
8680 9.8511 -9.89966 9.83602 10.3902 10 -0 9.9924 2.23411 4.987 6.36698 3.63445 -68.6881 10 -0 4.99079 4.13287 10 -0 10 -0 10 -0 0.000180352 -79.6098 0.00098511 170.1 9.15102e-05 -85.8671 0.000180352 100.39 0.00098511 170.1 0.00931615 -158.688 0.00099924 -177.766 0.000503505 175.904
8690 9.85077 -9.91084 9.83639 10.3785 10 -0 9.99242 2.23154 4.98703 6.35966 3.63082 -68.7104 10 -0 4.99081 4.12811 10 -0 10 -0 10 -0 0.000180151 -79.6215 0.000985077 170.089 9.14053e-05 -85.8719 0.000180151 100.379 0.000985077 170.089 0.00931757 -158.71 0.000999242 -177.768 0.000503497 175.908
8700 9.85043 -9.92201 9.83676 10.3669 10 -0 9.99243 2.22898 4.98706 6.35236 3.6272 -68.7327 10 -0 4.99083 4.12337 10 -0 10 -0 10 -0 0.00017995 -79.6331 0.000985043 170.078 9.13006e-05 -85.8766 0.00017995 100.367 0.000985043 170.078 0.00931898 -158.733 0.000999243 -177.771 0.000503489 175.913
8710 9.8501 -9.93319 9.83712 10.3552 10 -0 9.99245 2.22643 4.98709 6.34507 3.62358 -68.7549 10 -0 4.99085 4.11865 10 -0 10 -0 10 -0 0.00017975 -79.6448 0.00098501 170.067 9.11962e-05 -85.8814 0.00017975 100.355 0.00098501 170.067 0.00932039 -158.755 0.000999245 -177.774 0.000503481 175.917
8720 9.84976 -9.94437 9.83749 10.3436 10 -0 9.99247 2.22387 4.98712 6.3378 3.61997 -68.7771 10 -0 4.99087 4.11393 10 -0 10 -0 10 -0 0.000179551 -79.6564 0.000984976 170.056 9.1092e-05 -85.8861 0.000179551 100.344 0.000984976 170.056 0.00932179 -158.777 0.000999247 -177.776 0.000503473 175.922
8730 9.84942 -9.95554 9.83785 10.332 10 -0 9.99249 2.22133 4.98714 6.33055 3.61637 -68.7992 10 -0 4.9909 4.10922 10 -0 10 -0 10 -0 0.000179352 -79.668 0.000984942 170.044 9.0988e-05 -85.8908 0.000179352 100.332 0.000984942 170.044 0.00932319 -158.799 0.000999249 -177.779 0.000503465 175.927
8740 9.84908 -9.96672 9.83821 10.3204 10 -0 9.9925 2.21879 4.98717 6.32332 3.61277 -68.8214 10 -0 4.99092 4.10452 10 -0 10 -0 10 -0 0.000179153 -79.6796 0.000984908 170.033 9.08843e-05 -85.8955 0.000179153 100.32 0.000984908 170.033 0.00932459 -158.821 0.00099925 -177.781 0.000503457 175.931
8750 9.84875 -9.97789 9.83857 10.3089 10 -0 9.99252 2.21626 4.9872 6.3161 3.60918 -68.8434 10 -0 4.99094 4.09984 10 -0 10 -0 10 -0 0.000178955 -79.6911 0.000984875 170.022 9.07808e-05 -85.9002 0.000178955 100.309 0.000984875 170.022 0.00932598 -158.843 0.000999252 -177.784 0.00050345 175.936
8760 9.84841 -9.98907 9.83893 10.2974 10 -0 9.99254 2.21373 4.98723 6.30889 3.6056 -68.8654 10 -0 4.99096 4.09516 10 -0 10 -0 10 -0 0.000178757 -79.7026 0.000984841 170.011 9.06776e-05 -85.9048 0.000178757 100.297 0.000984841 170.011 0.00932736 -158.865 0.000999254 -177.786 0.000503442 175.94
8770 9.84807 -10.0002 9.83929 10.2859 10 -0 9.99255 2.21121 4.98726 6.30171 3.60202 -68.8874 10 -0 4.99098 4.0905 10 -0 10 -0 10 -0 0.00017856 -79.7141 0.000984807 170 9.05746e-05 -85.9095 0.00017856 100.286 0.000984807 170 0.00932874 -158.887 0.000999255 -177.789 0.000503434 175.945
8780 9.84773 -10.0114 9.83965 10.2744 10 -0 9.99257 2.20869 4.98729 6.29454 3.59845 -68.9093 10 -0 4.991 4.08585 10 -0 10 -0 10 -0 0.000178363 -79.7256 0.000984773 169.989 9.04718e-05 -85.9142 0.000178363 100.274 0.000984773 169.989 0.00933012 -158.909 0.000999257 -177.791 0.000503426 175.949
8790 9.84739 -10.0226 9.84 10.263 10 -0 9.99259 2.20618 4.98732 6.28738 3.59488 -68.9312 10 -0 4.99102 4.0812 10 -0 10 -0 10 -0 0.000178167 -79.737 0.000984739 169.977 9.03692e-05 -85.9188 0.000178167 100.263 0.000984739 169.977 0.0093315 -158.931 0.000999259 -177.794 0.000503418 175.954
8800 9.84705 -10.0338 9.84036 10.2516 10 -0 9.9926 2.20368 4.98735 6.28025 3.59132 -68.9531 10 -0 4.99104 4.07657 10 -0 10 -0 10 -0 0.000177971 -79.7484 0.000984705 169.966 9.02669e-05 -85.9234 0.000177971 100.252 0.000984705 169.966 0.00933287 -158.953 0.00099926 -177.796 0.000503411 175.958
8810 9.84671 -10.0449 9.84071 10.2402 10 -0 9.99262 2.20118 4.98738 6.27313 3.58777 -68.9749 10 -0 4.99106 4.07195 10 -0 10 -0 10 -0 0.000177775 -79.7598 0.000984671 169.955 9.01648e-05 -85.9281 0.000177775 100.24 0.000984671 169.955 0.00933423 -158.975 0.000999262 -177.799 0.000503403 175.963
8820 9.84637 -10.0561 9.84106 10.2288 10 -0 9.99264 2.19869 4.98741 6.26602 3.58423 -68.9966 10 -0 4.99108 4.06734 10 -0 10 -0 10 -0 0.00017758 -79.7712 0.000984637 169.944 9.00629e-05 -85.9327 0.00017758 100.229 0.000984637 169.944 0.00933559 -158.997 0.000999264 -177.801 0.000503395 175.967
8830 9.84603 -10.0673 9.84142 10.2175 10 -0 9.99265 2.1962 4.98743 6.25893 3.58069 -69.0183 10 -0 4.9911 4.06274 10 -0 10 -0 10 -0 0.000177385 -79.7825 0.000984603 169.933 8.99613e-05 -85.9373 0.000177385 100.217 0.000984603 169.933 0.00933695 -159.018 0.000999265 -177.804 0.000503388 175.972
8840 9.84569 -10.0784 9.84177 10.2062 10 -0 9.99267 2.19372 4.98746 6.25186 3.57716 -69.04 10 -0 4.99112 4.05814 10 -0 10 -0 10 -0 0.000177191 -79.7938 0.000984569 169.922 8.98599e-05 -85.9419 0.000177191 100.206 0.000984569 169.922 0.00933831 -159.04 0.000999267 -177.806 0.00050338 175.976
8850 9.84535 -10.0896 9.84211 10.1949 10 -0 9.99269 2.19124 4.98749 6.2448 3.57363 -69.0617 10 -0 4.99114 4.05356 10 -0 10 -0 10 -0 0.000176997 -79.8051 0.000984535 169.91 8.97587e-05 -85.9464 0.000176997 100.195 0.000984535 169.91 0.00933965 -159.062 0.000999269 -177.809 0.000503373 175.981
8860 9.84501 -10.1008 9.84246 10.1836 10 -0 9.9927 2.18877 4.98752 6.23776 3.57011 -69.0832 10 -0 4.99116 4.04899 10 -0 10 -0 10 -0 0.000176803 -79.8164 0.000984501 169.899 8.96578e-05 -85.951 0.000176803 100.184 0.000984501 169.899 0.009341 -159.083 0.00099927 -177.811 0.000503365 175.985
8870 9.84467 -10.1119 9.84281 10.1724 10 -0 9.99272 2.1863 4.98755 6.23074 3.5666 -69.1048 10 -0 4.99118 4.04443 10 -0 10 -0 10 -0 0.00017661 -79.8276 0.000984467 169.888 8.9557e-05 -85.9556 0.00017661 100.172 0.000984467 169.888 0.00934234 -159.105 0.000999272 -177.814 0.000503357 175.99
8880 9.84432 -10.1231 9.84315 10.1612 10 -0 9.99274 2.18384 4.98757 6.22373 3.56309 -69.1263 10 -0 4.9912 4.03988 10 -0 10 -0 10 -0 0.000176417 -79.8388 0.000984432 169.877 8.94565e-05 -85.9601 0.000176417 100.161 0.000984432 169.877 0.00934368 -159.126 0.000999274 -177.816 0.00050335 175.994
8890 9.84398 -10.1343 9.8435 10.15 10 -0 9.99275 2.18139 4.9876 6.21673 3.55959 -69.1477 10 -0 4.99122 4.03535 10 -0 10 -0 10 -0 0.000176225 -79.85 0.000984398 169.866 8.93563e-05 -85.9647 0.000176225 100.15 0.000984398 169.866 0.00934501 -159.148 0.000999275 -177.819 0.000503342 175.999
8900 9.84364 -10.1454 9.84384 10.1388 10 -0 9.99277 2.17894 4.98763 6.20976 3.5561 -69.1692 10 -0 4.99124 4.03082 10 -0 10 -0 10 -0 0.000176033 -79.8612 0.000984364 169.855 8.92562e-05 -85.9692 0.000176033 100.139 0.000984364 169.855 0.00934634 -159.169 0.000999277 -177.821 0.000503335 176.003
8910 9.8433 -10.1566 9.84418 10.1277 10 -0 9.99279 2.1765 4.98766 6.20279 3.55261 -69.1905 10 -0 4.99126 4.0263 10 -0 10 -0 10 -0 0.000175842 -79.8723 0.00098433 169.843 8.91564e-05 -85.9737 0.000175842 100.128 0.00098433 169.843 0.00934767 -159.191 0.000999279 -177.824 0.000503328 176.007
8920 9.84295 -10.1677 9.84453 10.1165 10 -0 9.9928 2.17406 4.98769 6.19585 3.54913 -69.2119 10 -0 4.99128 4.02179 10 -0 10 -0 10 -0 0.000175651 -79.8835 0.000984295 169.832 8.90568e-05 -85.9782 0.000175651 100.117 0.000984295 169.832 0.00934899 -159.212 0.00099928 -177.826 0.00050332 176.012
8930 9.84261 -10.1789 9.84487 10.1054 10 -0 9.99282 2.17163 4.98771 6.18892 3.54566 -69.2332 10 -0 4.9913 4.01729 10 -0 10 -0 10 -0 0.00017546 -79.8946 0.000984261 169.821 8.89574e-05 -85.9827 0.00017546 100.105 0.000984261 169.821 0.00935031 -159.233 0.000999282 -177.828 0.000503313 176.016
8940 9.84226 -10.1901 9.8452 10.0944 10 -0 9.99283 2.1692 4.98774 6.182 3.54219 -69.2544 10 -0 4.99132 4.0128 10 -0 10 -0 10 -0 0.00017527 -79.9056 0.000984226 169.81 8.88583e-05 -85.9872 0.00017527 100.094 0.000984226 169.81 0.00935163 -159.254 0.000999283 -177.831 0.000503305 176.021
